year,age,age_gp,edu,parity,add_exp,intention,race,marital,birth_5yr,birth_5yr_binary,race_only,hisp_only,marital_formal,weight,SECU,SEST,wants_more_kids
2015-2017,32,30-34,Some College,12,0,12,Non-Hispanic Black,Never Married,3,1,Black,Non-Hispanic,Never Married,14853.7210530172,2,366,0
2015-2017,41,40-44,Post-Grad,2,1,3,Other or Multiple,Married,2,1,Other,Non-Hispanic,Married,6554.62934300639,1,309,1
2015-2017,29,25-29,Bachelor,2,0,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,4239.3489790048,2,351,0
2015-2017,36,35-39,Bachelor,1,1,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,5820.12699803334,4,312,1
2015-2017,33,30-34,HS,1,2,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2705.89850857252,4,347,1
2015-2017,30,30-34,Some College,1,1,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,5820.53873897314,1,343,1
2015-2017,18,15-19,<HS,1,0,1,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,2825.9368022223,4,330,0
2015-2017,32,30-34,Post-Grad,0,2,2,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,21354.8957932424,3,364,1
2015-2017,21,20-24,Some College,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,13285.0858828729,4,366,1
2015-2017,39,35-39,<HS,2,0,2,Hispanic,Married,0,0,Black,Hispanic,Married,3493.56466270669,1,351,0
2015-2017,25,25-29,HS,4,0,4,Non-Hispanic Black,Never Married,2,1,Black,Non-Hispanic,Never Married,2875.94463868364,3,365,0
2015-2017,24,20-24,Some College,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2721.15559483614,4,311,1
2015-2017,40,40-44,<HS,2,0,2,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,11408.4039317694,3,366,0
2015-2017,24,20-24,Some College,1,0,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4481.211335401,1,368,0
2015-2017,35,35-39,Bachelor,3,0,3,Non-Hispanic White,Married,3,1,White,Non-Hispanic,Married,6981.33837903593,4,312,0
2015-2017,35,35-39,Some College,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,31802.0534496837,4,347,0
2015-2017,36,35-39,<HS,3,0,3,Hispanic,Cohabitating,1,1,White,Hispanic,Never Married,19040.4215253959,4,316,0
2015-2017,26,25-29,Bachelor,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,29653.3978471042,2,351,1
2015-2017,35,35-39,Bachelor,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2798.20174979657,3,365,1
2015-2017,39,35-39,Bachelor,1,0,1,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,5393.18841710336,1,364,0
2015-2017,30,30-34,HS,2,1,3,Hispanic,Never Married,0,0,Black,Hispanic,Never Married,4020.77655820125,3,364,1
2015-2017,25,25-29,HS,1,0,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3526.47526891075,4,329,0
2015-2017,22,20-24,Some College,0,1,1,Hispanic,Never Married,0,0,White,Hispanic,Never Married,5723.26044861254,1,351,1
2015-2017,30,30-34,Some College,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5196.48239262228,3,305,1
2015-2017,37,35-39,<HS,3,1,4,Hispanic,Married,0,0,White,Hispanic,Married,5168.91897919089,3,351,1
2015-2017,16,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4739.97289152419,4,368,1
2015-2017,19,15-19,Some College,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,21813.2340209167,4,311,1
2015-2017,43,40-44,HS,1,0,1,Hispanic,Formerly Married,0,0,Black,Hispanic,Formerly Married,12218.3923282731,1,343,0
2015-2017,26,25-29,HS,4,0,4,Other or Multiple,Cohabitating,1,1,White,Non-Hispanic,Never Married,7945.96329198835,1,311,0
2015-2017,23,20-24,HS,1,1,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,4251.39266107018,1,311,1
2015-2017,28,25-29,Some College,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2552.45639510703,2,329,1
2015-2017,28,25-29,Some College,2,0,2,Non-Hispanic White,Never Married,1,1,White,Non-Hispanic,Never Married,12945.8445821962,3,329,0
2015-2017,24,20-24,Bachelor,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10439.9374400306,2,322,1
2015-2017,27,25-29,Bachelor,0,0,0,Hispanic,Never Married,0,0,Other,Hispanic,Never Married,7440.20539428078,3,343,0
2015-2017,40,40-44,HS,6,0,6,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,3715.20686103536,4,368,0
2015-2017,23,20-24,Bachelor,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,27022.4301929658,3,364,1
2015-2017,41,40-44,<HS,4,0,4,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,8600.57920599983,1,347,0
2015-2017,25,25-29,Bachelor,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,1936.86260098846,4,367,0
2015-2017,38,35-39,<HS,6,0,6,Hispanic,Never Married,0,0,White,Hispanic,Never Married,1924.916,4,347,0
2015-2017,21,20-24,HS,0,1,1,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,19242.4406182529,2,322,1
2015-2017,39,35-39,Post-Grad,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,8311.66123726321,4,366,0
2015-2017,43,40-44,HS,3,0,3,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,59725.7627766055,4,365,0
2015-2017,28,25-29,Post-Grad,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3395.60388724072,2,309,1
2015-2017,35,35-39,Some College,2,1,3,Non-Hispanic Black,Married,1,1,Black,Non-Hispanic,Married,11684.2458617218,4,365,1
2015-2017,27,25-29,Some College,0,3,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4481.14043428227,4,366,1
2015-2017,40,40-44,HS,2,2,4,Hispanic,Cohabitating,0,0,Other,Hispanic,Never Married,17085.2096647077,3,368,1
2015-2017,17,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,28339.8659151764,2,330,1
2015-2017,34,30-34,Bachelor,2,0,2,Hispanic,Married,2,1,White,Hispanic,Married,10752.3185241335,2,305,0
2015-2017,33,30-34,Some College,4,0,4,Non-Hispanic Black,Formerly Married,1,1,Black,Non-Hispanic,Formerly Married,2780.61977605517,4,368,0
2015-2017,40,40-44,Some College,2,0,2,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,35926.7746068034,3,368,0
2015-2017,15,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,2812.13083525104,1,309,1
2015-2017,34,30-34,HS,1,1,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,4110.80390528673,4,367,1
2015-2017,27,25-29,Bachelor,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6711.24301282574,4,305,1
2015-2017,18,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,6451.48272248258,4,316,1
2015-2017,37,35-39,HS,1,0,1,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,17458.5620916252,2,311,0
2015-2017,29,25-29,Some College,2,1,3,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,18397.476241183,2,322,1
2015-2017,17,15-19,<HS,0,4,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,20611.3733096207,3,322,1
2015-2017,35,35-39,Some College,2,0,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,17997.8981497071,2,311,0
2015-2017,31,30-34,Some College,2,2,4,Non-Hispanic Black,Married,1,1,Black,Non-Hispanic,Married,9524.05470600886,1,351,1
2015-2017,33,30-34,<HS,2,0,2,Hispanic,Married,0,0,White,Hispanic,Married,8469.40394648619,2,365,0
2015-2017,28,25-29,Some College,0,0,0,Other or Multiple,Never Married,0,0,White,Non-Hispanic,Never Married,5441.45339415529,4,305,0
2015-2017,27,25-29,Post-Grad,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6485.13462228311,4,330,1
2015-2017,18,15-19,<HS,0,3,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,9482.275065243,2,368,1
2015-2017,29,25-29,HS,2,0,2,Other or Multiple,Formerly Married,0,0,Other,Non-Hispanic,Formerly Married,5491.4266566175,2,347,0
2015-2017,38,35-39,Post-Grad,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6802.72454064196,2,366,0
2015-2017,41,40-44,Post-Grad,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,5209.28136142999,1,347,0
2015-2017,26,25-29,<HS,2,0,2,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,6948.3719336831,3,316,0
2015-2017,19,15-19,<HS,0,2,2,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,3771.61645382715,2,305,1
2015-2017,27,25-29,Some College,2,1,3,Other or Multiple,Never Married,1,1,Other,Non-Hispanic,Never Married,6878.74672710351,1,329,1
2015-2017,26,25-29,Post-Grad,0,4,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,29252.1333063178,3,330,1
2015-2017,38,35-39,Some College,1,0,1,Non-Hispanic White,Never Married,1,1,White,Non-Hispanic,Never Married,6410.33921607303,3,316,0
2015-2017,25,25-29,<HS,3,1,4,Hispanic,Married,1,1,White,Hispanic,Married,21228.1056033616,3,305,1
2015-2017,29,25-29,<HS,2,1,3,Non-Hispanic Black,Married,2,1,Black,Non-Hispanic,Married,2998.97913412565,2,367,1
2015-2017,32,30-34,HS,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,31686.9948224026,3,322,0
2015-2017,26,25-29,Some College,2,0,2,Non-Hispanic White,Never Married,2,1,White,Non-Hispanic,Never Married,7588.67010908381,1,311,0
2015-2017,17,15-19,HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,12755.0362979046,2,316,0
2015-2017,34,30-34,Bachelor,1,3,4,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,4847.75293137697,4,305,1
2015-2017,42,40-44,Post-Grad,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4112.09384820019,4,329,0
2015-2017,34,30-34,Post-Grad,2,1,3,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,14992.0395114208,3,305,1
2015-2017,28,25-29,<HS,2,1,3,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,1924.916,2,368,1
2015-2017,16,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5311.89932737561,2,331,1
2015-2017,28,25-29,Some College,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3498.38193664919,4,330,1
2015-2017,26,25-29,Some College,1,0,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,1933.5329180265,2,366,0
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,6246.37050912377,2,347,1
2015-2017,38,35-39,Bachelor,3,0,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,6149.70745523045,3,309,0
2015-2017,23,20-24,Some College,0,4,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,38757.8791781083,2,330,1
2015-2017,19,15-19,Some College,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3171.99805472047,4,329,1
2015-2017,27,25-29,<HS,3,1,4,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2853.22630396383,3,365,1
2015-2017,43,40-44,<HS,3,0,3,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,7702.58954974657,2,343,0
2015-2017,33,30-34,Some College,1,1,2,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,4291.49877000217,4,366,1
2015-2017,26,25-29,Some College,2,1,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,19556.8970059778,3,329,1
2015-2017,35,35-39,Post-Grad,0,1,1,Hispanic,Never Married,0,0,White,Hispanic,Never Married,11678.5287009917,3,364,1
2015-2017,40,40-44,HS,2,0,2,Hispanic,Cohabitating,0,0,White,Hispanic,Formerly Married,8066.0626653458,1,364,0
2015-2017,16,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,5345.6105602677,4,331,1
2015-2017,21,20-24,<HS,2,0,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,2180.30514527836,4,367,0
2015-2017,19,15-19,Some College,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,3396.46591783942,2,368,1
2015-2017,21,20-24,Some College,0,3,3,Other or Multiple,Never Married,0,0,Black,Non-Hispanic,Never Married,37173.5437168192,4,364,1
2015-2017,26,25-29,<HS,1,0,1,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Never Married,10652.2120846534,3,316,0
2015-2017,17,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,11065.0015308109,4,311,1
2015-2017,32,30-34,Some College,3,1,4,Other or Multiple,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,9276.08585169764,2,330,1
2015-2017,34,30-34,<HS,0,3,3,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,7845.68195687417,3,365,1
2015-2017,24,20-24,Some College,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,10081.6287598469,2,365,1
2015-2017,32,30-34,Some College,2,2,4,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,4388.20952189685,4,309,1
2015-2017,36,35-39,Post-Grad,4,1,5,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,13216.5064691209,2,347,1
2015-2017,20,20-24,HS,1,2,3,Non-Hispanic White,Never Married,1,1,White,Non-Hispanic,Never Married,51006.7944111509,1,347,1
2015-2017,27,25-29,Bachelor,0,3,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,20719.744644388,3,330,1
2015-2017,28,25-29,Some College,0,4,4,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,7050.27490416826,3,365,1
2015-2017,32,30-34,Bachelor,2,0,2,Other or Multiple,Married,2,1,Other,Non-Hispanic,Married,10932.6144185923,1,351,0
2015-2017,30,30-34,Some College,1,2,3,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,23668.6509298886,1,364,1
2015-2017,38,35-39,Post-Grad,1,0,1,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,6924.00962179381,2,305,0
2015-2017,18,15-19,<HS,0,3,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3451.18130065489,4,329,1
2015-2017,31,30-34,Some College,1,1,2,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,2815.83337350965,4,367,1
2015-2017,37,35-39,HS,3,0,3,Hispanic,Married,0,0,White,Hispanic,Married,4346.7480264497,1,309,0
2015-2017,34,30-34,Some College,2,0,2,Hispanic,Married,0,0,White,Hispanic,Married,9020.83548929743,1,367,0
2015-2017,28,25-29,Some College,2,1,3,Non-Hispanic Black,Cohabitating,2,1,Black,Non-Hispanic,Never Married,6108.25869074399,2,366,1
2015-2017,40,40-44,<HS,2,0,2,Hispanic,Never Married,0,0,Other,Hispanic,Never Married,5915.68877496712,4,311,0
2015-2017,44,40-44,Some College,2,0,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,18251.5243997845,3,366,0
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2630.44917505895,1,316,1
2015-2017,27,25-29,Bachelor,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4009.81417341461,1,367,1
2015-2017,17,15-19,<HS,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5427.27303434162,3,331,0
2015-2017,28,25-29,Some College,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,38855.9583799866,1,368,1
2015-2017,38,35-39,Post-Grad,2,0,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Formerly Married,7147.93995422229,4,305,0
2015-2017,21,20-24,Some College,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,7149.09620235809,4,366,1
2015-2017,16,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3906.30460114646,4,309,1
2015-2017,27,25-29,Bachelor,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,5143.83185994534,2,337,0
2015-2017,44,40-44,Bachelor,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,18817.4900339063,4,364,0
2015-2017,42,40-44,Some College,2,0,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Formerly Married,5606.73746373225,2,316,0
2015-2017,16,15-19,<HS,0,1,1,Hispanic,Never Married,0,0,White,Hispanic,Never Married,9086.68429966573,2,309,1
2015-2017,36,35-39,Some College,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,44510.2927844517,3,367,0
2015-2017,43,40-44,Some College,1,0,1,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,7355.75563834244,4,305,0
2015-2017,28,25-29,HS,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,13760.4200278453,3,316,0
2015-2017,22,20-24,Bachelor,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,31275.1526450036,3,322,1
2015-2017,28,25-29,Bachelor,1,2,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,8616.60623651698,1,337,1
2015-2017,31,30-34,Some College,2,0,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,4740.25820092789,3,322,0
2015-2017,38,35-39,Some College,1,0,1,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,5712.95715184509,1,366,0
2015-2017,24,20-24,Some College,2,1,3,Non-Hispanic White,Formerly Married,2,1,White,Non-Hispanic,Formerly Married,3723.61283040367,4,366,1
2015-2017,22,20-24,HS,0,1,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4152.98655872532,1,331,1
2015-2017,16,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,7104.60405487882,3,309,1
2015-2017,15,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,Other,Hispanic,Never Married,18198.0278746655,4,331,1
2015-2017,27,25-29,<HS,1,1,2,Hispanic,Married,1,1,White,Hispanic,Married,4106.42546656974,4,309,1
2015-2017,32,30-34,HS,1,0,1,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,3346.42408083888,2,322,0
2015-2017,26,25-29,Bachelor,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,7730.22941742313,3,330,1
2015-2017,31,30-34,Bachelor,3,0,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,97162.5595040076,3,329,0
2015-2017,25,25-29,Bachelor,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,6474.32781327477,4,329,0
2015-2017,36,35-39,Bachelor,3,0,3,Hispanic,Married,0,0,Other,Hispanic,Married,17290.9161784355,4,312,0
2015-2017,30,30-34,Post-Grad,1,1,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,8420.71849168024,3,368,1
2015-2017,41,40-44,HS,4,0,4,Hispanic,Cohabitating,1,1,Other,Hispanic,Formerly Married,7610.70754215898,4,337,0
2015-2017,22,20-24,Some College,1,2,3,Non-Hispanic Black,Cohabitating,1,1,Black,Non-Hispanic,Never Married,2982.59974520695,2,366,1
2015-2017,28,25-29,HS,1,1,2,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,14567.0738300756,4,347,1
2015-2017,18,15-19,HS,0,3,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,16415.3785069068,3,331,1
2015-2017,42,40-44,Bachelor,0,0,0,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,3537.13948931895,4,330,0
2015-2017,41,40-44,Some College,1,2,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,1924.916,3,367,1
2015-2017,35,35-39,Some College,1,1,2,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,14819.1343477094,2,305,1
2015-2017,42,40-44,Post-Grad,2,0,2,Other or Multiple,Married,1,1,White,Non-Hispanic,Married,8017.07664861638,4,305,0
2015-2017,33,30-34,Some College,4,0,4,Hispanic,Never Married,1,1,Black,Hispanic,Never Married,3255.83359549545,3,316,0
2015-2017,30,30-34,HS,2,1,3,Non-Hispanic White,Never Married,1,1,White,Non-Hispanic,Never Married,12949.7698440605,3,368,1
2015-2017,42,40-44,Post-Grad,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,11173.4854515866,3,367,0
2015-2017,38,35-39,<HS,2,1,3,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,36145.727139499,4,316,1
2015-2017,23,20-24,Some College,0,5,5,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,5556.7361853945,4,309,1
2015-2017,18,15-19,<HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,11799.0392606403,3,331,0
2015-2017,39,35-39,Some College,2,0,2,Hispanic,Married,0,0,White,Hispanic,Married,5937.42712855909,2,331,0
2015-2017,29,25-29,Some College,5,0,5,Non-Hispanic Black,Never Married,2,1,Black,Non-Hispanic,Never Married,4204.00320206525,1,331,0
2015-2017,38,35-39,<HS,0,1,1,Hispanic,Married,0,0,White,Hispanic,Married,6649.49014148539,2,311,1
2015-2017,17,15-19,<HS,0,4,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4331.60385899116,2,366,1
2015-2017,31,30-34,HS,3,0,3,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,6578.12917980044,1,330,0
2015-2017,24,20-24,Some College,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,11875.792682822,1,330,1
2015-2017,18,15-19,Some College,0,4,4,Hispanic,Never Married,0,0,White,Hispanic,Never Married,7129.23854222373,3,312,1
2015-2017,41,40-44,HS,2,0,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,3678.73070067551,2,330,0
2015-2017,34,30-34,Some College,1,2,3,Non-Hispanic Black,Cohabitating,1,1,Black,Non-Hispanic,Never Married,6925.97331267616,2,366,1
2015-2017,34,30-34,Post-Grad,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,6437.49863624943,4,316,0
2015-2017,36,35-39,Bachelor,3,0,3,Hispanic,Married,3,1,White,Hispanic,Married,7936.10928300255,1,365,0
